Item Code,Item Group,Default Unit of Measure,Has Variants,Maintain Stock,Is Fixed Asset,Asset Category,Brand,Description,End of Life,Shelf Life In Days,Variant Of,Variant Based On,Safety Stock,Lead Time in days,HSN/SAC,Attribute (Variant Attributes),Attribute Value (Variant Attributes)
RCCB 6 AMP LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,RCCB,Item Attribute,3.0,7,85364900,Amperage,6 AMP (EGRAND)
RCCB 6 AMP L&T,ELECTRICALS,Nos,0,1,0,,L&T,,,,RCCB,Item Attribute,3.0,7,85364900,Amperage,6 AMP (MP L&T)
RCCB 10 AMP LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,RCCB,Item Attribute,3.0,7,85364900,Amperage,10 AMP (EGRAND)
RCCB 10 AMP L&T,ELECTRICALS,Nos,0,1,0,,L&T,,,,RCCB,Item Attribute,3.0,7,85364900,Amperage,10 AMP (MP L&T)
RCCB 16 AMP LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,RCCB,Item Attribute,3.0,7,85364900,Amperage,16 AMP (EGRAND)
RCCB 16 AMP L&T,ELECTRICALS,Nos,0,1,0,,L&T,,,,RCCB,Item Attribute,3.0,7,85364900,Amperage,16 AMP (MP L&T)
RCCB 20 AMP LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,RCCB,Item Attribute,3.0,7,85364900,Amperage,20 AMP (EGRAND)
RCCB 20 AMP L&T,ELECTRICALS,Nos,0,1,0,,L&T,,,,RCCB,Item Attribute,3.0,7,85364900,Amperage,20 AMP (MP L&T)
RCCB 32 AMP LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,RCCB,Item Attribute,3.0,7,85364900,Amperage,32 AMP (EGRAND)
RCCB 32 AMP L&T,ELECTRICALS,Nos,0,1,0,,L&T,,,,RCCB,Item Attribute,3.0,7,85364900,Amperage,32 AMP (MP L&T)
RCCB 40 AMP LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,RCCB,Item Attribute,3.0,7,85364900,Amperage,40 AMP (EGRAND)
RCCB 40 AMP L&T,ELECTRICALS,Nos,0,1,0,,L&T,,,,RCCB,Item Attribute,3.0,7,85364900,Amperage,40 AMP (MP L&T)
RCCB 60 AMP LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,RCCB,Item Attribute,3.0,7,85364900,Amperage,60 AMP (EGRAND)
RCCB 60 AMP L&T,ELECTRICALS,Nos,0,1,0,,L&T,,,,RCCB,Item Attribute,3.0,7,85364900,Amperage,60 AMP (MP L&T)
RCCB 80 AMP LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,RCCB,Item Attribute,3.0,7,85364900,Amperage,80 AMP (EGRAND)
RCCB 80 AMP L&T,ELECTRICALS,Nos,0,1,0,,L&T,,,,RCCB,Item Attribute,3.0,7,85364900,Amperage,80 AMP (MP L&T)
CHANGE OVER 100 AMP LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,CHANGE OVER,Item Attribute,1.0,7,85364900,Amperage,100 AMP (EGRAND)
CHANGE OVER 100 AMP L&T,ELECTRICALS,Nos,0,1,0,,L&T,,,,CHANGE OVER,Item Attribute,1.0,7,85364900,Amperage,100 AMP (MP L&T)
CHANGE OVER 150 AMP LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,CHANGE OVER,Item Attribute,1.0,7,85364900,Amperage,150 AMP (EGRAND)
CHANGE OVER 150 AMP L&T,ELECTRICALS,Nos,0,1,0,,L&T,,,,CHANGE OVER,Item Attribute,1.0,7,85364900,Amperage,150 AMP (MP L&T)
CHANGE OVER 200 AMP LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,CHANGE OVER,Item Attribute,1.0,7,85364900,Amperage,200 AMP (EGRAND)
CHANGE OVER 200 AMP L&T,ELECTRICALS,Nos,0,1,0,,L&T,,,,CHANGE OVER,Item Attribute,1.0,7,85364900,Amperage,200 AMP (MP L&T)
DB BOARD IP 67 LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,DB BOARD,Item Attribute,2.0,7,85364900,IP Rating,IP67 (EGRAND)
DB BOARD IP 67 L&T,ELECTRICALS,Nos,0,1,0,,L&T,,,,DB BOARD,Item Attribute,2.0,7,85364900,IP Rating,IP67 (67 L&T)
DB BOARD IP 44 IP 44 LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,DB BOARD,Item Attribute,2.0,7,85364900,IP Rating,IP44 (EGRAND)
DB BOARD IP 44 IP 44 L&T,ELECTRICALS,Nos,0,1,0,,L&T,,,,DB BOARD,Item Attribute,2.0,7,85364900,IP Rating,IP44 (44 L&T)
LCB 2 POLE LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,LCB,Item Attribute,2.0,7,85364900,Poles,2 POLE (EGRAND)
LCB 2 POLE L&T,ELECTRICALS,Nos,0,1,0,,L&T,,,,LCB,Item Attribute,2.0,7,85364900,Poles,2 POLE (LE L&T)
LCB 3 POLE LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,LCB,Item Attribute,2.0,7,85364900,Poles,3 POLE (EGRAND)
LCB 3 POLE L&T,ELECTRICALS,Nos,0,1,0,,L&T,,,,LCB,Item Attribute,2.0,7,85364900,Poles,3 POLE (LE L&T)
LCB 4 POLE LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,LCB,Item Attribute,2.0,7,85364900,Poles,4 POLE (EGRAND)
LCB 4 POLE L&T,ELECTRICALS,Nos,0,1,0,,L&T,,,,LCB,Item Attribute,2.0,7,85364900,Poles,4 POLE (LE L&T)
PVC PIPE 25MM DIAMOND,ELECTRICALS,Nos,0,1,0,,DIAMOND,,,,PVC PIPE,Item Attribute,100.0,7,85364900,Size,25MM (IAMOND)
PVC PIPE 25MM ANCHOR,ELECTRICALS,Nos,0,1,0,,ANCHOR,,,,PVC PIPE,Item Attribute,100.0,7,85364900,Size,25MM (ANCHOR)
PVC PIPE 32MM DIAMOND,ELECTRICALS,Nos,0,1,0,,DIAMOND,,,,PVC PIPE,Item Attribute,50.0,7,85364900,Size,32MM (IAMOND)
PVC PIPE 32MM ANCHOR,ELECTRICALS,Nos,0,1,0,,ANCHOR,,,,PVC PIPE,Item Attribute,50.0,7,85364900,Size,32MM (ANCHOR)
PVC BEND 25MM DIAMOND,ELECTRICALS,Nos,0,1,0,,DIAMOND,,,,PVC BEND,Item Attribute,100.0,7,85364900,Size,25MM (IAMOND)
PVC BEND 25MM ANCHOR,ELECTRICALS,Nos,0,1,0,,ANCHOR,,,,PVC BEND,Item Attribute,100.0,7,85364900,Size,25MM (ANCHOR)
PVC BEND 32MM DIAMOND,ELECTRICALS,Nos,0,1,0,,DIAMOND,,,,PVC BEND,Item Attribute,50.0,7,85364900,Size,32MM (IAMOND)
PVC BEND 32MM ANCHOR,ELECTRICALS,Nos,0,1,0,,ANCHOR,,,,PVC BEND,Item Attribute,50.0,7,85364900,Size,32MM (ANCHOR)
PVC SOCKET 25 MM CONDUIT DIAMOND,ELECTRICALS,Nos,0,1,0,,DIAMOND,,,,PVC SOCKET,Item Attribute,100.0,7,85364900,Size,25MM (IAMOND)
PVC SOCKET 25 MM CONDUIT ANCHOR,ELECTRICALS,Nos,0,1,0,,ANCHOR,,,,PVC SOCKET,Item Attribute,100.0,7,85364900,Size,25MM (ANCHOR)
PVC SOCKET 32 MM DIAMOND,ELECTRICALS,Nos,0,1,0,,DIAMOND,,,,PVC SOCKET,Item Attribute,50.0,7,85364900,Size,32MM (IAMOND)
PVC SOCKET 32 MM ANCHOR,ELECTRICALS,Nos,0,1,0,,ANCHOR,,,,PVC SOCKET,Item Attribute,50.0,7,85364900,Size,32MM (ANCHOR)
PVC JUNCTION BOX 1 WAY DIAMOND,ELECTRICALS,Nos,0,1,0,,DIAMOND,,,,PVC JUNCTION BOX,Item Attribute,24.0,7,85364900,Ways,1 WAY (IAMOND)
PVC JUNCTION BOX 1 WAY ANCHOR,ELECTRICALS,Nos,0,1,0,,ANCHOR,,,,PVC JUNCTION BOX,Item Attribute,24.0,7,85364900,Ways,1 WAY (ANCHOR)
PVC JUNCTION BOX 2 WAY DIAMOND,ELECTRICALS,Nos,0,1,0,,DIAMOND,,,,PVC JUNCTION BOX,Item Attribute,24.0,7,85364900,Ways,2 WAY (IAMOND)
PVC JUNCTION BOX 2 WAY ANCHOR,ELECTRICALS,Nos,0,1,0,,ANCHOR,,,,PVC JUNCTION BOX,Item Attribute,24.0,7,85364900,Ways,2 WAY (ANCHOR)
PVC JUNCTION BOX 3 WAY DIAMOND,ELECTRICALS,Nos,0,1,0,,DIAMOND,,,,PVC JUNCTION BOX,Item Attribute,24.0,7,85364900,Ways,3 WAY (IAMOND)
PVC JUNCTION BOX 3 WAY ANCHOR,ELECTRICALS,Nos,0,1,0,,ANCHOR,,,,PVC JUNCTION BOX,Item Attribute,24.0,7,85364900,Ways,3 WAY (ANCHOR)
PVC JUNCTION BOX 4 WAY DIAMOND,ELECTRICALS,Nos,0,1,0,,DIAMOND,,,,PVC JUNCTION BOX,Item Attribute,24.0,7,85364900,Ways,4 WAY (IAMOND)
PVC JUNCTION BOX 4 WAY ANCHOR,ELECTRICALS,Nos,0,1,0,,ANCHOR,,,,PVC JUNCTION BOX,Item Attribute,24.0,7,85364900,Ways,4 WAY (ANCHOR)
FAN BOX,ELECTRICALS,Nos,0,1,0,,,,,,,,24.0,7,85364900,,
METAL BOX 18 W ROMA,ELECTRICALS,Nos,0,1,0,,ROMA,,,,METAL BOX,Item Attribute,24.0,7,85364900,Modular,18 WAY (W ROMA)
METAL BOX 18 W LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,METAL BOX,Item Attribute,24.0,7,85364900,Modular,18 WAY (EGRAND)
METAL BOX 12 W ROMA,ELECTRICALS,Nos,0,1,0,,ROMA,,,,METAL BOX,Item Attribute,24.0,7,85364900,Modular,12 WAY (W ROMA)
METAL BOX 12 W LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,METAL BOX,Item Attribute,24.0,7,85364900,Modular,12 WAY (EGRAND)
METAL BOX 8 W ROMA,ELECTRICALS,Nos,0,1,0,,ROMA,,,,METAL BOX,Item Attribute,24.0,7,85364900,Modular,8 WAY (W ROMA)
METAL BOX 8 W LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,METAL BOX,Item Attribute,24.0,7,85364900,Modular,8 WAY (EGRAND)
METAL BOX 6 W ROMA,ELECTRICALS,Nos,0,1,0,,ROMA,,,,METAL BOX,Item Attribute,24.0,7,85364900,Modular,6 WAY (W ROMA)
METAL BOX 6 W LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,METAL BOX,Item Attribute,24.0,7,85364900,Modular,6 WAY (EGRAND)
METAL BOX 4 W ROMA,ELECTRICALS,Nos,0,1,0,,ROMA,,,,METAL BOX,Item Attribute,24.0,7,85364900,Modular,4 WAY (W ROMA)
METAL BOX 4 W LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,METAL BOX,Item Attribute,24.0,7,85364900,Modular,4 WAY (EGRAND)
METAL BOX 3 W ROMA,ELECTRICALS,Nos,0,1,0,,ROMA,,,,METAL BOX,Item Attribute,24.0,7,85364900,Modular,3 WAY (W ROMA)
METAL BOX 3 W LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,METAL BOX,Item Attribute,24.0,7,85364900,Modular,3 WAY (EGRAND)
METAL BOX 2 W ROMA,ELECTRICALS,Nos,0,1,0,,ROMA,,,,METAL BOX,Item Attribute,24.0,7,85364900,Modular,2 WAY (W ROMA)
METAL BOX 2 W LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,METAL BOX,Item Attribute,24.0,7,85364900,Modular,2 WAY (EGRAND)
METAL BOX 1 WAY ROMA,ELECTRICALS,Nos,0,1,0,,ROMA,,,,METAL BOX,Item Attribute,24.0,7,85364900,Ways,1 WAY (Y ROMA)
METAL BOX 1 WAY LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,METAL BOX,Item Attribute,24.0,7,85364900,Ways,1 WAY (EGRAND)
SPN MCB DOUBLE DOOR BOX 6 W L&T,ELECTRICALS,Nos,0,1,0,,L&T,,,,SPN MCB DOUBLE DOOR BOX,Item Attribute,1.0,7,85364900,Modular,6 WAY ( W L&T)
SPN MCB DOUBLE DOOR BOX 6 W LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,SPN MCB DOUBLE DOOR BOX,Item Attribute,1.0,7,85364900,Modular,6 WAY (EGRAND)
SPN MCB DOUBLE DOOR BOX 8 W L&T,ELECTRICALS,Nos,0,1,0,,L&T,,,,SPN MCB DOUBLE DOOR BOX,Item Attribute,1.0,7,85364900,Modular,8 WAY ( W L&T)
SPN MCB DOUBLE DOOR BOX 8 W LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,SPN MCB DOUBLE DOOR BOX,Item Attribute,1.0,7,85364900,Modular,8 WAY (EGRAND)
MCB BOX TPN 12 W LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,MCB BOX TPN,Item Attribute,1.0,7,85364900,Modular,12 WAY (EGRAND)
MCB BOX TPN 12 W L&T,ELECTRICALS,Nos,0,1,0,,L&T,,,,MCB BOX TPN,Item Attribute,1.0,7,85364900,Modular,12 WAY ( W L&T)
MODELMODULER  PLATE 12 W LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,MODELMODULER  PLATE,Item Attribute,12.0,7,85364900,Modular,12 WAY (EGRAND)
MODELMODULER  PLATE 12 W ANCHOR,ELECTRICALS,Nos,0,1,0,,ANCHOR,,,,MODELMODULER  PLATE,Item Attribute,12.0,7,85364900,Modular,12 WAY (ANCHOR)
MODELMODULER  PLATE 8 W LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,MODELMODULER  PLATE,Item Attribute,12.0,7,85364900,Modular,8 WAY (EGRAND)
MODELMODULER  PLATE 8 W ANCHOR,ELECTRICALS,Nos,0,1,0,,ANCHOR,,,,MODELMODULER  PLATE,Item Attribute,12.0,7,85364900,Modular,8 WAY (ANCHOR)
MODELMODULER  PLATE 6 W LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,MODELMODULER  PLATE,Item Attribute,12.0,7,85364900,Modular,6 WAY (EGRAND)
MODELMODULER  PLATE 6 W ANCHOR,ELECTRICALS,Nos,0,1,0,,ANCHOR,,,,MODELMODULER  PLATE,Item Attribute,12.0,7,85364900,Modular,6 WAY (ANCHOR)
MODELMODULER  PLATE 4 W LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,MODELMODULER  PLATE,Item Attribute,12.0,7,85364900,Modular,4 WAY (EGRAND)
MODELMODULER  PLATE 4 W ANCHOR,ELECTRICALS,Nos,0,1,0,,ANCHOR,,,,MODELMODULER  PLATE,Item Attribute,12.0,7,85364900,Modular,4 WAY (ANCHOR)
MODELMODULER  PLATE 3 W LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,MODELMODULER  PLATE,Item Attribute,12.0,7,85364900,Modular,3 WAY (EGRAND)
MODELMODULER  PLATE 3 W ANCHOR,ELECTRICALS,Nos,0,1,0,,ANCHOR,,,,MODELMODULER  PLATE,Item Attribute,12.0,7,85364900,Modular,3 WAY (ANCHOR)
MODELMODULER  PLATE 2 W LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,MODELMODULER  PLATE,Item Attribute,12.0,7,85364900,Modular,2 WAY (EGRAND)
MODELMODULER  PLATE 2 W ANCHOR,ELECTRICALS,Nos,0,1,0,,ANCHOR,,,,MODELMODULER  PLATE,Item Attribute,12.0,7,85364900,Modular,2 WAY (ANCHOR)
MODELMODULER  PLATE 1 W LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,MODELMODULER  PLATE,Item Attribute,12.0,7,85364900,Modular,1 WAY (EGRAND)
MODELMODULER  PLATE 1 W ANCHOR,ELECTRICALS,Nos,0,1,0,,ANCHOR,,,,MODELMODULER  PLATE,Item Attribute,12.0,7,85364900,Modular,1 WAY (ANCHOR)
PVC ROUND PLATE,ELECTRICALS,Nos,0,1,0,,,,,,,Item Attribute,20.0,7,90318000,Material Type,PVC
CELLING ROSE ANCHOR,ELECTRICALS,Nos,0,1,0,,ANCHOR,,,,,,1.0,7,85364900,,
ANGEL HOLDER ANCHOR,ELECTRICALS,Nos,0,1,0,,ANCHOR,,,,,,6.0,7,85364900,,
BATTON HOLDER ANCHOR,ELECTRICALS,Nos,0,1,0,,ANCHOR,,,,,,6.0,7,85364900,,
CAT 6 WIRE 1 PAIR D-LINK POLYCAB,ELECTRICALS,Meter,0,1,0,,POLYCAB,,,,,,50.0,7,85364900,,
CAT 6 WIRE 1 PAIR D-LINK LEGRAND,ELECTRICALS,Meter,0,1,0,,LEGRAND,,,,,,50.0,7,85364900,,
TELEPHONE WIRE 2 PAIR POLYCAB,ELECTRICALS,Meter,0,1,0,,POLYCAB,,,,TELEPHONE WIRE,Item Attribute,50.0,7,85364900,Pairs,2 PAIR
TELEPHONE WIRE 5 PAIR POLYCAB,ELECTRICALS,Meter,0,1,0,,POLYCAB,,,,TELEPHONE WIRE,Item Attribute,50.0,7,85364900,Pairs,5 PAIR
SWITCH WITH INDICATOR 6 AMP LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,SWITCH WITH INDICATOR,Item Attribute,24.0,7,85364900,Amperage,6 AMP (EGRAND)
SWITCH WITH INDICATOR 6 AMP ANCHOR,ELECTRICALS,Nos,0,1,0,,ANCHOR,,,,SWITCH WITH INDICATOR,Item Attribute,24.0,7,85364900,Amperage,6 AMP (ANCHOR)
SWITCH WITH INDICATOR 16AMP LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,SWITCH WITH INDICATOR,Item Attribute,24.0,7,85364900,Amperage,16 AMP (EGRAND)
SWITCH WITH INDICATOR 16AMP ANCHOR,ELECTRICALS,Nos,0,1,0,,ANCHOR,,,,SWITCH WITH INDICATOR,Item Attribute,24.0,7,85364900,Amperage,16 AMP (ANCHOR)
SWITCH WITH INDICATOR 20 AMP LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,SWITCH WITH INDICATOR,Item Attribute,24.0,7,85364900,Amperage,20 AMP (EGRAND)
SWITCH WITH INDICATOR 20 AMP ANCHOR,ELECTRICALS,Nos,0,1,0,,ANCHOR,,,,SWITCH WITH INDICATOR,Item Attribute,24.0,7,85364900,Amperage,20 AMP (ANCHOR)
BELL PUSH BUTTON LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,,,24.0,7,85364900,,
BELL PUSH BUTTON ANCHOR,ELECTRICALS,Nos,0,1,0,,ANCHOR,,,,,,24.0,7,85364900,,
FAN DIMMER LEGRAND,ELECTRICALS,Nos,0,1,0,,LEGRAND,,,,,,24.0,7,85364900,,
FAN DIMMER ANCHOR,ELECTRICALS,Nos,0,1,0,,ANCHOR,,,,,,24.0,7,85364900,,
PVC FLEXIBLE PIPE 10 MM,ELECTRICALS,Meter,0,1,0,,,,,,PVC FLEXIBLE PIPE,Item Attribute,100.0,7,85364900,Size,10MM
PVC FLEXIBLE PIPE 12 MM,ELECTRICALS,Meter,0,1,0,,,,,,PVC FLEXIBLE PIPE,Item Attribute,100.0,7,85364900,Size,12MM
PVC FLEXIBLE PIPE 16 MM,ELECTRICALS,Meter,0,1,0,,,,,,PVC FLEXIBLE PIPE,Item Attribute,100.0,7,85364900,Size,16MM
PVC FLEXIBLE PIPE 18 MM,ELECTRICALS,Meter,0,1,0,,,,,,PVC FLEXIBLE PIPE,Item Attribute,100.0,7,85364900,Size,18MM
LED LIGHT 100 WT,ELECTRICALS,Nos,0,1,0,,,,,,LED LIGHT,Item Attribute,20.0,7,85364900,Wattage,100 WT
LED LIGHT 150 WT,ELECTRICALS,Nos,0,1,0,,,,,,LED LIGHT,Item Attribute,20.0,7,85364900,Wattage,150 WT
LED LIGHT 200 WT,ELECTRICALS,Nos,0,1,0,,,,,,LED LIGHT,Item Attribute,20.0,7,85364900,Wattage,200 WT
LED LIGHT 400 WT,ELECTRICALS,Nos,0,1,0,,,,,,LED LIGHT,Item Attribute,10.0,7,85364900,Wattage,400 WT
D P SWITCH 32 AMP,ELECTRICALS,Nos,0,1,0,,,,,,,,2.0,7,85364900,,
DUMMY PLATE,ELECTRICALS,Nos,0,1,0,,,,,,,,12.0,7,85364900,,
HYLEN PLATE 8X10,ELECTRICALS,Nos,0,1,0,,,,,,HYLEN PLATE,Item Attribute,12.0,7,85364900,Dimensions,8X10
HYLEN PLATE 10X12,ELECTRICALS,Nos,0,1,0,,,,,,HYLEN PLATE,Item Attribute,12.0,7,85364900,Dimensions,10X12
HYLEN PLATE 6X8,ELECTRICALS,Nos,0,1,0,,,,,,HYLEN PLATE,Item Attribute,12.0,7,85364900,Dimensions,6X8
HYLEN PLATE 4X7,ELECTRICALS,Nos,0,1,0,,,,,,HYLEN PLATE,Item Attribute,12.0,7,85364900,Dimensions,4X7
"CELING FAN (HIGHSPEED) 24"" CROMPTON",ELECTRICALS,Nos,0,1,0,,CROMPTON,,,,CELING FAN,Item Attribute,6.0,7,85364900,Size,"24"""
"CELING FAN (HIGHSPEED) 48"" CROMPTON",ELECTRICALS,Nos,0,1,0,,CROMPTON,,,,CELING FAN,Item Attribute,6.0,7,85364900,Size,"48"""
TUBELIGHT 20 W PHILIPS,ELECTRICALS,Nos,0,1,0,,PHILIPS,,,,TUBELIGHT,Item Attribute,12.0,7,85364900,Modular,20 WAY (HILIPS)
TUBELIGHT 20 W CROMPTON,ELECTRICALS,Nos,0,1,0,,CROMPTON,,,,TUBELIGHT,Item Attribute,12.0,7,85364900,Modular,20 WAY (OMPTON)
TUBELIGHT 24 W PHILIPS,ELECTRICALS,Nos,0,1,0,,PHILIPS,,,,TUBELIGHT,Item Attribute,12.0,7,85364900,Modular,24 WAY (HILIPS)
TUBELIGHT 24 W CROMPTON,ELECTRICALS,Nos,0,1,0,,CROMPTON,,,,TUBELIGHT,Item Attribute,12.0,7,85364900,Modular,24 WAY (OMPTON)
TUBELIGHT 40 W PHILIPS,ELECTRICALS,Nos,0,1,0,,PHILIPS,,,,TUBELIGHT,Item Attribute,12.0,7,85364900,Modular,40 WAY (HILIPS)
TUBELIGHT 40 W CROMPTON,ELECTRICALS,Nos,0,1,0,,CROMPTON,,,,TUBELIGHT,Item Attribute,12.0,7,85364900,Modular,40 WAY (OMPTON)
EXAUST FAN 200MM FIBER BODY CROMPTON,ELECTRICALS,Nos,0,1,0,,CROMPTON,,,,,,2.0,7,85364900,,
EXAUST FAN 200MM FIBER BODY ATOMBERG,ELECTRICALS,Nos,0,1,0,,ATOMBERG,,,,,,2.0,7,85364900,,
WALL RACK 9U D-LINK POLYCAB,ELECTRICALS,Nos,0,1,0,,POLYCAB,,,,,,1.0,7,85364900,,
PVC DCM BOARD 6'X8',ELECTRICALS,Nos,0,1,0,,,,,,,,1.0,7,85364900,,
CASSING PATTI 20 MM,ELECTRICALS,Nos,0,1,0,,,,,,CASSING PATTI,Item Attribute,1.0,7,85364900,Size,20MM
CASSING PATTI 25 MM,ELECTRICALS,Nos,0,1,0,,,,,,CASSING PATTI,Item Attribute,1.0,7,85364900,Size,25MM
CASSING PATTI 32 MM,ELECTRICALS,Nos,0,1,0,,,,,,CASSING PATTI,Item Attribute,1.0,7,85364900,Size,32MM
MSURFACE BOX 16 W,ELECTRICALS,Nos,0,1,0,,,,,,,,1.0,7,85364900,,
ADAPTER 09V,ELECTRICALS,Nos,0,1,0,,,,,,,,1.0,7,85364900,,
RELAY 20A,ELECTRICALS,Nos,0,1,0,,,,,,,,1.0,7,85364900,,
RJ-45 SOCKET,ELECTRICALS,Nos,0,1,0,,,,,,,,1.0,7,85364900,,
RJ-11 SOCKET,ELECTRICALS,Nos,0,1,0,,,,,,,,1.0,7,85364900,,
WATER HEATER 1500 W,ELECTRICALS,Nos,0,1,0,,,,,,WATER HEATER,Item Attribute,1.0,7,85364900,Wattage,1500W
WATER HEATER 2000 W,ELECTRICALS,Nos,0,1,0,,,,,,WATER HEATER,Item Attribute,1.0,7,85364900,Wattage,2000W
CONNECTOR 10AMP 12 WAY,ELECTRICALS,Nos,0,1,0,,,,,,,,6.0,7,85364900,,
COPPER LUGS RING TYPE 1.5 MM,ELECTRICALS,Nos,0,1,0,,,,,,COPPER LUGS RING TYPE,Item Attribute,6.0,7,85364900,Size,1.5MM
COPPER LUGS RING TYPE 2.5 MM,ELECTRICALS,Nos,0,1,0,,,,,,COPPER LUGS RING TYPE,Item Attribute,6.0,7,85364900,Size,2.5MM
COPPER LUGS RING TYPE 4 MM,ELECTRICALS,Nos,0,1,0,,,,,,COPPER LUGS RING TYPE,Item Attribute,6.0,7,85364900,Size,4MM
COPPER LUGS RING TYPE 6 MM,ELECTRICALS,Nos,0,1,0,,,,,,COPPER LUGS RING TYPE,Item Attribute,6.0,7,85364900,Size,6MM
COPPER LUGS RING TYPE 10 MM,ELECTRICALS,Nos,0,1,0,,,,,,COPPER LUGS RING TYPE,Item Attribute,6.0,7,85364900,Size,10MM
ALUMINUM LUGS RING TYPE 10 MM,ELECTRICALS,Nos,0,1,0,,,,,,ALUMINUM LUGS RING TYPE,Item Attribute,6.0,7,85364900,Size,10MM
ALUMINUM LUGS RING TYPE 16 MM,ELECTRICALS,Nos,0,1,0,,,,,,ALUMINUM LUGS RING TYPE,Item Attribute,6.0,7,85364900,Size,16MM
ALUMINUM LUGS RING TYPE 25 MM,ELECTRICALS,Nos,0,1,0,,,,,,ALUMINUM LUGS RING TYPE,Item Attribute,6.0,7,85364900,Size,25MM
ALUMINUM LUGS RING TYPE 35 MM,ELECTRICALS,Nos,0,1,0,,,,,,ALUMINUM LUGS RING TYPE,Item Attribute,6.0,7,85364900,Size,35MM
COPPER LUGS PIN TYPE 1.5 MM,ELECTRICALS,Nos,0,1,0,,,,,,COPPER LUGS PIN TYPE,Item Attribute,6.0,7,85364900,Size,1.5MM
COPPER LUGS PIN TYPE 2.5 MM,ELECTRICALS,Nos,0,1,0,,,,,,COPPER LUGS PIN TYPE,Item Attribute,6.0,7,85364900,Size,2.5MM
COPPER LUGS PIN TYPE 4 MM,ELECTRICALS,Nos,0,1,0,,,,,,COPPER LUGS PIN TYPE,Item Attribute,6.0,7,85364900,Size,4MM
COPPER LUGS PIN TYPE 6 MM,ELECTRICALS,Nos,0,1,0,,,,,,COPPER LUGS PIN TYPE,Item Attribute,6.0,7,85364900,Size,6MM
COPPER LUGS PIN TYPE 10 MM,ELECTRICALS,Nos,0,1,0,,,,,,COPPER LUGS PIN TYPE,Item Attribute,6.0,7,85364900,Size,10MM
ALUMINUM LUGS PIN TYPE 10 MM,ELECTRICALS,Nos,0,1,0,,,,,,ALUMINUM LUGS PIN TYPE,Item Attribute,6.0,7,85364900,Size,10MM
ALUMINUM LUGS PIN TYPE 16 MM,ELECTRICALS,Nos,0,1,0,,,,,,ALUMINUM LUGS PIN TYPE,Item Attribute,6.0,7,85364900,Size,16MM
ALUMINUM LUGS PIN TYPE 25 MM,ELECTRICALS,Nos,0,1,0,,,,,,ALUMINUM LUGS PIN TYPE,Item Attribute,6.0,7,85364900,Size,25MM
ALUMINUM LUGS PIN TYPE 35 MM,ELECTRICALS,Nos,0,1,0,,,,,,ALUMINUM LUGS PIN TYPE,Item Attribute,6.0,7,85364900,Size,35MM
FOOT SWITCH,ELECTRICALS,Nos,0,1,0,,,,,,,,6.0,7,85364900,,
